,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,group_zipcode,province,price_per_m2
6705,10535320,apartment,apartment,579000.0,130.0,,3.0,,,1.0,,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4453.846153846154
6159,10445330,apartment,apartment,189000.0,66.0,,1.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,2.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,2863.6363636363635
7973,10532336,house,house,159000.0,86.0,,2.0,,30.0,3.0,,1.0,,0.0,0.0,,,3.0,0.0,3.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1848.8372093023256
3970,10075178,apartment,apartment,435000.0,285.0,,5.0,,,1.0,,1.0,,130.0,0.0,,,2.0,0.0,4.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,1526.3157894736842
8395,10469011,apartment,apartment,295000.0,82.0,2.0,2.0,,,1.0,1.0,1.0,,5.0,0.0,1.0,0.0,3.0,,5.0,Electric,Possible flood zone,"Living area (residential, urban or rural)",8400,Zandvoorde,8400,Brussels Capital Region,3597.560975609756
6712,10217590,apartment,penthouse,695000.0,161.0,,3.0,2.0,,,,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,,Non flood zone,Urban,8400,Zandvoorde,8400,Brussels Capital Region,4316.770186335404
4971,10445440,apartment,apartment,205000.0,76.0,,3.0,,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2697.3684210526317
3942,10468590,apartment,apartment,295000.0,88.0,,2.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3352.2727272727275
4983,10452048,apartment,apartment,212000.0,,2.0,1.0,1.0,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,1.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,
3973,10440019,apartment,apartment,449000.0,107.0,,3.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4196.261682242991
7913,10538656,apartment,duplex,229000.0,80.0,2.0,2.0,,35.0,1.0,1.0,1.0,,5.0,0.0,0.0,0.0,2.0,0.0,5.0,Electric,Non flood zone,Fitted out,8400,Zandvoorde,8400,Brussels Capital Region,2862.5
8392,10339229,apartment,apartment,295000.0,,,3.0,,,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,
2129,10466773,apartment,apartment,170000.0,52.0,2.0,1.0,1.0,,2.0,,,,0.0,0.0,1.0,,1.0,1.0,5.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,3269.230769230769
3392,10315337,house,house,1800000.0,440.0,4.0,2.0,1.0,,3.0,,2.0,,0.0,0.0,,,3.0,,6.0,Gas,,Landscape,8400,Zandvoorde,8400,Brussels Capital Region,4090.909090909091
8380,10509116,apartment,apartment,280000.0,104.0,,2.0,1.0,30.0,1.0,,1.0,,10.0,0.0,1.0,0.0,3.0,1.0,6.0,Gas,,"Living area (residential, urban or rural)",8400,Zandvoorde,8400,Brussels Capital Region,2692.3076923076924
3971,10512469,apartment,apartment,419000.0,94.0,,2.0,,28.0,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4457.446808510638
3963,10468024,apartment,apartment,395000.0,85.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,4647.058823529412
2148,10502461,apartment,apartment,232000.0,55.0,,1.0,1.0,,1.0,,,1.0,6.0,0.0,1.0,0.0,3.0,,5.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,4218.181818181818
1098,10562940,apartment,apartment,525000.0,97.0,,3.0,1.0,,3.0,,1.0,,0.0,0.0,,,3.0,,6.0,Gas,,Urban,8400,Zandvoorde,8400,Brussels Capital Region,5412.371134020618
8043,10512501,house,house,295000.0,144.0,,3.0,,37.0,3.0,,1.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2048.6111111111113
2258,10553598,apartment,apartment,145000.0,32.0,,1.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4531.25
3996,10555858,apartment,apartment,125000.0,70.0,,1.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,1.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1785.7142857142858
8289,10190036,apartment,ground-floor,149000.0,65.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,3.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,2292.3076923076924
6147,10534644,apartment,apartment,159000.0,35.0,,1.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4542.857142857143
7772,10539456,house,house,389000.0,204.0,,4.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,3.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1906.862745098039
6595,10560058,house,villa,415000.0,163.0,,4.0,,,1.0,1.0,2.0,,0.0,0.0,,,2.0,0.0,2.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,2546.01226993865
3924,10532043,apartment,apartment,269000.0,94.0,,2.0,,,3.0,2.0,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2861.7021276595747
8054,10511979,house,house,315000.0,152.0,,4.0,,,3.0,,2.0,,0.0,0.0,,,2.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2072.3684210526317
4001,10425706,apartment,penthouse,550000.0,90.0,,2.0,,25.0,3.0,,1.0,1.0,70.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,6111.111111111111
8058,10402294,house,house,325000.0,182.0,,4.0,,32.0,3.0,,1.0,1.0,16.0,0.0,,,3.0,0.0,5.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1785.7142857142858
6620,10497075,house,house,250000.0,145.0,,3.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,1724.1379310344828
8087,10484159,house,house,439000.0,288.0,,5.0,,,1.0,,2.0,,0.0,0.0,,,2.0,0.0,6.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1524.3055555555557
8468,10507799,apartment,apartment,475000.0,90.0,2.0,2.0,1.0,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,1.0,7.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,5277.777777777777
8073,10532892,house,house,349000.0,218.0,,4.0,,38.0,3.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1600.9174311926606
8461,10434319,apartment,apartment,475000.0,217.0,,4.0,,,1.0,,4.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,2188.9400921658985
8016,10345751,house,house,259000.0,189.0,,3.0,,18.0,3.0,1.0,1.0,1.0,0.0,0.0,,,3.0,0.0,2.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1370.3703703703704
3929,10448165,apartment,apartment,279000.0,85.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3282.3529411764707
5646,10500229,house,house,199000.0,170.0,2.0,4.0,,,1.0,,,1.0,0.0,0.0,,,1.0,,2.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1170.5882352941176
8509,10492317,apartment,apartment,795000.0,165.0,2.0,3.0,2.0,,3.0,1.0,2.0,,4.0,0.0,1.0,0.0,3.0,,7.0,Gas,Non flood zone,Urban,8400,Zandvoorde,8400,Brussels Capital Region,4818.181818181818
7892,10560500,house,house,221400.0,216.0,,5.0,2.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,3.0,,5.0,Gas,Non flood zone,Urban,8400,Zandvoorde,8400,Brussels Capital Region,1025.0
9218,10566782,apartment,apartment,335000.0,61.0,,1.0,1.0,21.0,,,1.0,1.0,3.0,0.0,1.0,0.0,,0.0,6.0,Gas,Non flood zone,Urban,8400,Zandvoorde,8400,Brussels Capital Region,5491.803278688524
7890,10548715,apartment,ground-floor,130000.0,39.0,,2.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3333.3333333333335
8418,10484901,apartment,apartment,335000.0,145.0,,4.0,,,1.0,,2.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,2310.344827586207
3991,10459679,apartment,apartment,499000.0,134.0,,3.0,,35.0,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,3723.8805970149256
8422,10472813,apartment,penthouse,349000.0,93.0,2.0,2.0,1.0,,1.0,,2.0,,18.0,0.0,0.0,0.0,3.0,,6.0,Gas,Non flood zone,Urban,8400,Zandvoorde,8400,Brussels Capital Region,3752.6881720430106
9211,10539658,house,house,349000.0,178.0,,3.0,,,2.0,,1.0,,0.0,0.0,,,0.0,0.0,3.0,Fuel oil,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1960.6741573033707
4936,10462165,apartment,apartment,167000.0,68.0,,2.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,4.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,2455.8823529411766
8430,10209796,apartment,duplex,350000.0,135.0,2.0,3.0,2.0,,1.0,,2.0,,8.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,Urban,8400,Zandvoorde,8400,Brussels Capital Region,2592.5925925925926
4929,10527764,apartment,apartment,145000.0,70.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,3.0,0.0,5.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,2071.4285714285716
693,10376694,apartment,apartment,375000.0,152.0,2.0,3.0,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",8400,Zandvoorde,8400,Brussels Capital Region,2467.1052631578946
8033,10487299,house,house,285000.0,230.0,,6.0,,54.0,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,2.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1239.1304347826087
6680,9982253,apartment,ground-floor,213000.0,70.0,,1.0,,,3.0,,1.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3042.8571428571427
4918,10434380,apartment,apartment,125000.0,44.0,,1.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2840.909090909091
8038,10299826,house,house,289000.0,146.0,,4.0,,,3.0,,2.0,1.0,0.0,0.0,,,2.0,0.0,6.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1979.4520547945206
8024,10436126,house,house,275000.0,121.0,,3.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,3.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2272.7272727272725
4922,10434350,apartment,apartment,125000.0,78.0,,1.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1602.5641025641025
7154,10408425,apartment,apartment,100000.0,60.0,,1.0,,,2.0,,1.0,,0.0,0.0,,,1.0,0.0,4.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1666.6666666666667
3910,10436127,apartment,apartment,255000.0,71.0,,1.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3591.549295774648
3854,10392483,apartment,apartment,159000.0,66.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,3.0,0.0,5.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2409.090909090909
3852,9911532,apartment,apartment,165000.0,97.0,,3.0,,24.0,2.0,,1.0,1.0,0.0,0.0,,,0.0,0.0,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1701.0309278350514
6977,10501413,apartment,apartment,285000.0,81.0,2.0,3.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3518.5185185185187
5168,10513531,apartment,apartment,795000.0,170.0,,3.0,1.0,,3.0,,2.0,,0.0,0.0,,,,,6.0,Gas,,Urban,8400,Zandvoorde,8400,Brussels Capital Region,4676.470588235294
3862,10436128,apartment,apartment,169000.0,73.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Electric,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2315.068493150685
5479,10313966,apartment,apartment,165000.0,100.0,,2.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,5.0,,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1650.0
5482,10468007,apartment,apartment,195000.0,89.0,,2.0,,38.0,1.0,,1.0,,4.0,0.0,,,2.0,0.0,5.0,,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2191.0112359550562
5116,10489983,apartment,apartment,499000.0,80.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,6237.5
3875,10484820,apartment,apartment,199000.0,89.0,,1.0,,,1.0,,1.0,,0.0,0.0,,,3.0,0.0,5.0,Gas,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2235.955056179775
2953,10542197,apartment,apartment,499000.0,80.0,,2.0,,23.0,3.0,,1.0,,19.0,0.0,1.0,0.0,3.0,1.0,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,6237.5
5487,10505393,apartment,apartment,185000.0,90.0,,2.0,,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2055.5555555555557
5221,10562227,house,house,210000.0,155.0,,3.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1354.8387096774193
1572,10539642,apartment,apartment,295000.0,83.0,2.0,2.0,1.0,40.0,3.0,1.0,1.0,,11.0,0.0,1.0,0.0,3.0,1.0,6.0,,,Urban,8400,Zandvoorde,8400,Brussels Capital Region,3554.2168674698796
5518,10487358,apartment,apartment,450000.0,139.0,,3.0,,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3237.410071942446
5081,10431868,apartment,apartment,375000.0,159.0,,3.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,2358.490566037736
7098,10559297,apartment,apartment,399000.0,99.0,2.0,3.0,1.0,,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,4030.3030303030305
7100,10543049,house,house,149000.0,102.0,,1.0,,,2.0,,1.0,,0.0,0.0,,,2.0,0.0,3.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1460.7843137254902
3908,9892460,apartment,apartment,239000.0,85.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,2.0,0.0,6.0,Electric,,,8400,Zandvoorde,8400,Brussels Capital Region,2811.764705882353
3877,10287863,apartment,apartment,199000.0,86.0,,2.0,,26.0,3.0,,1.0,,7.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2313.953488372093
3829,10567141,house,house,229000.0,186.0,2.0,2.0,1.0,30.0,1.0,,1.0,,0.0,17.0,0.0,0.0,2.0,,3.0,Pellet,Non flood zone,"Living area (residential, urban or rural)",8400,Zandvoorde,8400,Brussels Capital Region,1231.1827956989248
3876,10270179,apartment,apartment,199000.0,71.0,,2.0,,,1.0,,1.0,,6.0,0.0,1.0,0.0,2.0,1.0,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2802.8169014084506
7556,10465628,house,house,385000.0,158.0,3.0,3.0,1.0,,1.0,,2.0,,0.0,0.0,,,2.0,,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2436.7088607594937
1335,10358387,apartment,apartment,165000.0,46.0,2.0,1.0,1.0,,1.0,,,,0.0,0.0,1.0,,2.0,,5.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,3586.9565217391305
7125,10469005,house,mansion,250000.0,145.0,,2.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,4.0,Electric,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,1724.1379310344828
2510,10563945,apartment,flat-studio,87500.0,37.0,,,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,2.0,Fuel oil,Possible flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2364.864864864865
1908,10546161,apartment,apartment,398000.0,95.0,3.0,3.0,1.0,,1.0,,1.0,,2.0,0.0,1.0,0.0,3.0,0.0,5.0,Fuel oil,,Urban,8400,Zandvoorde,8400,Brussels Capital Region,4189.473684210527
8567,10562658,apartment,penthouse,575000.0,109.0,,2.0,1.0,60.0,,,2.0,,0.0,0.0,1.0,0.0,2.0,,6.0,Gas,Non flood zone,Fitted out,8400,Zandvoorde,8400,Brussels Capital Region,5275.229357798165
8644,10543506,house,house,365000.0,128.0,,3.0,,35.0,3.0,,2.0,,0.0,0.0,,,3.0,0.0,7.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,2851.5625
3859,10434403,apartment,apartment,175000.0,38.0,,1.0,,,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4605.263157894737
2793,10562825,other-property,bungalow,269000.0,76.0,,3.0,1.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,3.0,,2.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,3539.4736842105262
1834,10523579,apartment,apartment,595000.0,78.0,,2.0,1.0,,1.0,,2.0,,0.0,0.0,1.0,0.0,3.0,0.0,2.0,,Non flood zone,,8420,Wenduine,8420,Antwerp,7628.205128205128
5008,10355300,apartment,apartment,249000.0,55.0,,2.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,4527.272727272727
3931,10454511,apartment,apartment,279000.0,92.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,4.0,,Non flood zone,,8420,Wenduine,8420,Antwerp,3032.608695652174
9052,10525083,house,villa,535000.0,196.0,,4.0,1.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,,0.0,2.0,,,"Living area (residential, urban or rural)",8420,Wenduine,8420,Antwerp,2729.591836734694
7532,10514421,house,house,365000.0,160.0,3.0,3.0,,35.0,1.0,,2.0,,0.0,150.0,,,2.0,0.0,6.0,Gas,Possible flood zone,,8420,Wenduine,8420,Antwerp,2281.25
4861,10560059,house,house,695000.0,196.0,4.0,4.0,,,1.0,1.0,2.0,,0.0,0.0,,,2.0,0.0,6.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,3545.918367346939
7543,10456786,house,house,375000.0,113.0,3.0,3.0,,,3.0,,2.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,3318.5840707964603
5059,10330036,apartment,duplex,329500.0,71.0,,2.0,,,3.0,,2.0,,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,4640.845070422535
4915,10431477,apartment,apartment,79000.0,30.0,,1.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,2633.3333333333335
6763,10454150,apartment,ground-floor,425000.0,107.0,,3.0,,,3.0,1.0,2.0,,0.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,3971.96261682243
5467,10551899,house,house,249000.0,69.0,3.0,2.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,2.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,3608.695652173913
9058,10527763,house,house,545000.0,193.0,4.0,3.0,,,3.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,4.0,Fuel oil,Non flood zone,,8420,Wenduine,8420,Antwerp,2823.834196891192
8376,10454512,apartment,apartment,279000.0,78.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,0.0,3.0,1.0,1.0,,Non flood zone,,8420,Wenduine,8420,Antwerp,3576.923076923077
3740,10536176,house,villa,545000.0,268.0,,3.0,2.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,3.0,,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,2033.5820895522388
3976,10522924,apartment,apartment,425000.0,89.0,,2.0,,,3.0,,1.0,,6.0,0.0,1.0,0.0,3.0,1.0,7.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,4775.2808988764045
5274,10494822,house,house,495000.0,257.0,3.0,3.0,1.0,34.0,1.0,,2.0,,2.0,45.0,0.0,0.0,2.0,0.0,7.0,,Non flood zone,,8420,Wenduine,8420,Antwerp,1926.070038910506
8176,10477432,house,villa,995000.0,370.0,,7.0,,,3.0,,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,2689.189189189189
3598,10327580,apartment,apartment,635000.0,110.0,,3.0,2.0,,,,2.0,1.0,20.0,0.0,1.0,,3.0,0.0,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,5772.727272727273
5985,10565561,apartment,flat-studio,125000.0,25.0,,,,18.0,1.0,,,,3.0,0.0,0.0,0.0,3.0,,4.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,5000.0
1675,10562827,other-property,bungalow,199000.0,61.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,0.0,0.0,3.0,,2.0,Wood,Non flood zone,,8420,Wenduine,8420,Antwerp,3262.2950819672133
8153,10449644,house,villa,545000.0,216.0,,4.0,,,3.0,,2.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,2523.1481481481483
8145,10402718,house,villa,495000.0,221.0,,4.0,1.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,,,3.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,2239.819004524887
8141,10414125,house,villa,495000.0,224.0,,6.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,2209.8214285714284
8139,10497274,house,house,399000.0,565.0,,8.0,,,1.0,,3.0,1.0,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,706.1946902654868
2672,10537629,apartment,apartment,635000.0,102.0,3.0,3.0,2.0,,3.0,,2.0,,0.0,0.0,1.0,,3.0,,6.0,Gas,Non flood zone,Landscape,8420,Wenduine,8420,Antwerp,6225.490196078431
8105,10485684,house,house,460000.0,252.0,,3.0,1.0,,3.0,,2.0,,0.0,0.0,0.0,0.0,,,6.0,Gas,Non flood zone,Urban,8420,Wenduine,8420,Antwerp,1825.3968253968253
4300,10559543,apartment,apartment,229000.0,78.0,,1.0,,,3.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,2935.897435897436
3841,10485683,apartment,flat-studio,147500.0,37.0,,1.0,1.0,,1.0,,1.0,,0.0,0.0,0.0,1.0,3.0,1.0,4.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,3986.4864864864867
9281,10463246,apartment,apartment,635000.0,146.0,2.0,3.0,2.0,41.0,1.0,,2.0,,13.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,,8420,Wenduine,8420,Antwerp,4349.315068493151
1745,10549854,apartment,apartment,545000.0,123.0,,3.0,1.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,3.0,,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,4430.8943089430895
6985,10546475,house,villa,1795000.0,338.0,,5.0,,,1.0,,3.0,1.0,0.0,0.0,,,3.0,1.0,5.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,5310.650887573965
6066,10394302,house,house,525000.0,282.0,2.0,4.0,,,3.0,,1.0,,0.0,0.0,,,2.0,0.0,7.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,1861.7021276595744
4602,10556649,apartment,apartment,239000.0,58.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,2.0,1.0,4.0,Electric,Non flood zone,,8420,Wenduine,8420,Antwerp,4120.689655172414
5178,10536177,apartment,apartment,949000.0,132.0,,3.0,2.0,,1.0,,1.0,,0.0,0.0,0.0,0.0,,0.0,6.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,7189.393939393939
1785,10494915,apartment,apartment,212000.0,64.0,2.0,2.0,1.0,,1.0,,1.0,,0.0,0.0,,,2.0,,6.0,Gas,Non flood zone,Urban,8420,Wenduine,8420,Antwerp,3312.5
1971,10318898,house,house,425000.0,170.0,4.0,4.0,2.0,,1.0,2.0,3.0,,25.0,570.0,,,0.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",8420,Wenduine,8420,Antwerp,2500.0
3867,10524481,apartment,apartment,179000.0,65.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,Non flood zone,,8420,Wenduine,8420,Antwerp,2753.846153846154
4780,10553034,apartment,apartment,219000.0,85.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,3.0,0.0,4.0,Gas,,,8420,Wenduine,8420,Antwerp,2576.470588235294
