,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,group_zipcode,province,price_per_m2
2143,10433086,apartment,flat-studio,200000.0,40.0,2.0,,1.0,23.0,1.0,1.0,1.0,1.0,12.0,0.0,1.0,0.0,3.0,1.0,3.0,Gas,,Urban,1150,Woluwe-Saint-Pierre,1150,Namur,5000.0
408,10547549,apartment,service-flat,475000.0,98.0,2.0,2.0,1.0,40.0,1.0,,1.0,,24.0,0.0,1.0,0.0,3.0,0.0,3.0,Electric,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4846.938775510204
6028,10410689,house,house,1795000.0,356.0,3.0,5.0,2.0,82.0,2.0,1.0,5.0,,54.0,0.0,0.0,0.0,3.0,0.0,7.0,,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,5042.134831460674
1740,10548738,apartment,apartment,420000.0,110.0,,2.0,1.0,50.0,,,2.0,1.0,6.0,0.0,1.0,,3.0,,1.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,3818.181818181818
8478,10270365,apartment,duplex,575000.0,90.0,2.0,2.0,1.0,32.0,3.0,,1.0,,45.0,0.0,0.0,0.0,3.0,1.0,3.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,6388.888888888889
5947,10492055,house,villa,3100000.0,560.0,4.0,6.0,4.0,,3.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,5535.714285714285
820,10391235,apartment,apartment,600000.0,165.0,,3.0,1.0,47.0,3.0,1.0,2.0,1.0,8.0,0.0,1.0,0.0,2.0,0.0,1.0,Electric,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3636.3636363636365
6951,9888119,house,villa,2800000.0,1000.0,4.0,10.0,6.0,60.0,3.0,,8.0,1.0,0.0,1500.0,1.0,0.0,2.0,0.0,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,2800.0
2585,10457608,apartment,apartment,235000.0,72.0,2.0,1.0,1.0,24.0,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Fuel oil,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3263.8888888888887
8511,10101274,apartment,ground-floor,890000.0,300.0,,3.0,2.0,170.0,1.0,,3.0,1.0,75.0,0.0,1.0,0.0,3.0,,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,2966.6666666666665
588,10468050,apartment,apartment,275000.0,85.0,2.0,2.0,1.0,23.0,2.0,,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Gas,Non flood zone,Urban,1150,Woluwe-Saint-Pierre,1150,Namur,3235.294117647059
4015,10547160,house,house,750000.0,221.0,3.0,5.0,2.0,20.0,,2.0,2.0,1.0,40.0,150.0,0.0,,0.0,0.0,1.0,Gas,Non flood zone,Countryside,1150,Woluwe-Saint-Pierre,1150,Namur,3393.665158371041
4022,9962014,apartment,penthouse,750000.0,176.0,,3.0,,60.0,1.0,1.0,1.0,1.0,29.0,0.0,1.0,0.0,2.0,0.0,3.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4261.363636363636
5949,10511005,other-property,exceptional-property,3100000.0,520.0,4.0,6.0,4.0,,3.0,,,1.0,103.0,0.0,0.0,0.0,3.0,0.0,3.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,5961.538461538462
2777,10299246,apartment,flat-studio,475000.0,46.0,4.0,,1.0,,3.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,3.0,0.0,2.0,Gas,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,10326.08695652174
6463,10478174,other-property,exceptional-property,2100000.0,350.0,4.0,5.0,2.0,65.0,3.0,,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,1150,Woluwe-Saint-Pierre,1150,Namur,6000.0
836,10441929,apartment,apartment,745000.0,150.0,4.0,3.0,2.0,41.0,3.0,1.0,2.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4966.666666666667
1715,10165546,house,house,495000.0,153.0,2.0,3.0,1.0,19.0,3.0,1.0,2.0,1.0,40.0,20.0,0.0,0.0,2.0,0.0,4.0,,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3235.294117647059
6949,9900633,apartment,apartment-block,2800000.0,1000.0,4.0,10.0,6.0,60.0,3.0,,8.0,1.0,0.0,1500.0,1.0,0.0,2.0,0.0,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,2800.0
6148,10497423,apartment,flat-studio,167000.0,52.0,2.0,,1.0,33.0,,,1.0,,0.0,0.0,1.0,,1.0,0.0,1.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3211.5384615384614
379,10394965,apartment,apartment,650000.0,114.0,2.0,2.0,2.0,50.0,3.0,,2.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,Urban,1150,Woluwe-Saint-Pierre,1150,Namur,5701.754385964912
8502,10446939,apartment,apartment,775000.0,140.0,,3.0,1.0,43.0,3.0,1.0,2.0,,23.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,5535.714285714285
2762,10542679,house,house,1100000.0,300.0,2.0,5.0,3.0,57.0,1.0,,3.0,,17.0,150.0,,,2.0,,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3666.6666666666665
1728,9752524,house,house,925000.0,230.0,3.0,5.0,3.0,40.0,3.0,2.0,4.0,1.0,60.0,0.0,0.0,0.0,3.0,0.0,2.0,,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4021.7391304347825
23,10563238,apartment,flat-studio,245000.0,46.0,2.0,,1.0,26.0,1.0,,1.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,5326.086956521739
6342,9003125,apartment,apartment,1230000.0,210.0,3.0,3.0,3.0,56.0,3.0,1.0,3.0,1.0,54.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,5857.142857142857
5172,10282280,apartment,apartment,850000.0,180.0,2.0,3.0,2.0,,1.0,2.0,2.0,1.0,38.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4722.222222222223
8517,10372028,apartment,duplex,1185000.0,300.0,2.0,5.0,5.0,55.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3950.0
5900,10496150,house,house,1100000.0,225.0,2.0,5.0,3.0,55.0,3.0,2.0,3.0,1.0,29.0,180.0,,,3.0,0.0,5.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4888.888888888889
6296,10424984,apartment,apartment,555000.0,138.0,2.0,2.0,2.0,50.0,3.0,,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4021.7391304347825
6295,10284616,apartment,apartment,550000.0,125.0,3.0,2.0,2.0,42.0,1.0,1.0,,1.0,12.0,0.0,1.0,0.0,3.0,0.0,1.0,Electric,,,1150,Woluwe-Saint-Pierre,1150,Namur,4400.0
662,10487956,apartment,apartment,335000.0,108.0,2.0,3.0,1.0,27.0,3.0,,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,4.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3101.8518518518517
2664,10536740,apartment,apartment,499000.0,120.0,,3.0,1.0,37.0,3.0,,2.0,1.0,7.0,0.0,1.0,0.0,3.0,0.0,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4158.333333333333
4740,10526553,house,house,1195000.0,315.0,3.0,5.0,1.0,45.0,3.0,1.0,4.0,1.0,40.0,380.0,0.0,0.0,0.0,0.0,3.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,3793.6507936507937
5115,9582211,apartment,apartment,499000.0,105.0,2.0,2.0,1.0,,3.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,3.0,0.0,3.0,Fuel oil,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4752.380952380952
1218,10490280,apartment,apartment-block,675000.0,280.0,2.0,4.0,3.0,,3.0,4.0,5.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Gas,,Countryside,1150,Woluwe-Saint-Pierre,1150,Namur,2410.714285714286
277,10554934,house,house,1700000.0,371.0,3.0,8.0,3.0,40.0,3.0,,3.0,1.0,0.0,1317.0,0.0,0.0,2.0,0.0,3.0,Gas,,Urban,1150,Woluwe-Saint-Pierre,1150,Namur,4582.210242587601
275,10554917,house,villa,1150000.0,210.0,4.0,4.0,1.0,45.0,3.0,1.0,2.0,1.0,12.0,300.0,0.0,0.0,3.0,0.0,1.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,5476.190476190476
2674,10511067,apartment,ground-floor,650000.0,150.0,3.0,3.0,2.0,54.0,3.0,,2.0,1.0,50.0,200.0,1.0,0.0,3.0,0.0,1.0,Electric,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4333.333333333333
1219,10306388,house,house,695000.0,228.0,2.0,4.0,1.0,15.0,0.0,1.0,2.0,1.0,2.0,150.0,,,2.0,0.0,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3048.245614035088
1429,10498312,apartment,apartment,295000.0,74.0,4.0,2.0,1.0,27.0,1.0,1.0,1.0,1.0,28.0,0.0,1.0,0.0,3.0,0.0,4.0,Gas,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3986.4864864864867
5454,10541162,apartment,apartment-block,815000.0,315.0,2.0,6.0,2.0,40.0,1.0,2.0,3.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,,,,1150,Woluwe-Saint-Pierre,1150,Namur,2587.3015873015875
3753,10430578,house,house,825000.0,190.0,,4.0,1.0,35.0,,1.0,2.0,1.0,30.0,200.0,,,,,1.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4342.105263157895
256,10552611,apartment,apartment,745000.0,135.0,2.0,3.0,2.0,,1.0,1.0,2.0,,6.0,0.0,1.0,0.0,2.0,,5.0,Gas,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,5518.518518518518
2064,10429286,apartment,apartment-block,1400000.0,296.0,2.0,,10.0,,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4729.72972972973
5889,10524729,house,house,725000.0,178.0,3.0,4.0,2.0,40.0,3.0,2.0,2.0,,20.0,140.0,0.0,0.0,0.0,0.0,1.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4073.0337078651687
2675,10315010,apartment,penthouse,890000.0,239.0,3.0,4.0,2.0,54.0,1.0,2.0,3.0,1.0,200.0,160.0,1.0,0.0,3.0,0.0,3.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3723.8493723849374
1920,10543034,house,house,720000.0,164.0,2.0,4.0,2.0,28.0,1.0,,4.0,1.0,32.0,32.0,,,2.0,,3.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4390.243902439024
6570,10557324,apartment,ground-floor,435000.0,102.0,2.0,2.0,2.0,30.0,1.0,1.0,1.0,,27.0,53.0,1.0,0.0,3.0,0.0,3.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4264.705882352941
6305,10511124,apartment,apartment,585000.0,105.0,2.0,2.0,1.0,55.0,3.0,,2.0,1.0,8.0,0.0,1.0,0.0,3.0,0.0,1.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,5571.428571428572
9076,10503772,house,town-house,650000.0,191.0,3.0,4.0,2.0,47.0,3.0,2.0,3.0,,10.0,140.0,0.0,0.0,2.0,0.0,3.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3403.1413612565443
3267,10521946,house,house,498000.0,120.0,3.0,3.0,1.0,30.0,2.0,,1.0,1.0,0.0,90.0,0.0,0.0,1.0,0.0,1.0,Gas,Possible flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4150.0
5093,10244201,apartment,apartment,395000.0,94.0,3.0,3.0,1.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4202.127659574468
6336,10189590,apartment,duplex,1090000.0,200.0,2.0,3.0,3.0,50.0,3.0,2.0,3.0,,30.0,0.0,1.0,0.0,3.0,0.0,4.0,Electric,,,1150,Woluwe-Saint-Pierre,1150,Namur,5450.0
7721,10503301,house,villa,1050000.0,280.0,4.0,5.0,1.0,,3.0,2.0,3.0,,20.0,0.0,0.0,0.0,2.0,,1.0,,,,1150,Woluwe-Saint-Pierre,1150,Namur,3750.0
2665,10373206,apartment,triplex,595000.0,145.0,3.0,3.0,1.0,35.0,0.0,,2.0,1.0,16.0,0.0,,,1.0,0.0,1.0,Fuel oil,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4103.448275862069
2668,10430548,apartment,ground-floor,635000.0,160.0,3.0,3.0,1.0,50.0,3.0,1.0,2.0,1.0,18.0,17.0,1.0,0.0,3.0,0.0,3.0,Gas,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3968.75
680,9380368,apartment,apartment,350000.0,110.0,2.0,2.0,1.0,30.0,3.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3181.818181818182
892,10546210,house,house,895000.0,210.0,3.0,6.0,1.0,36.0,1.0,1.0,3.0,1.0,20.0,0.0,,,2.0,0.0,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4261.9047619047615
6625,10547151,apartment,apartment,175000.0,56.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,2.0,0.0,3.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,3125.0
8688,10541063,apartment,apartment,285000.0,76.0,4.0,2.0,1.0,27.0,,,1.0,,16.0,0.0,,,0.0,0.0,3.0,Gas,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3750.0
7604,10519068,house,house,550000.0,144.0,2.0,3.0,1.0,25.0,3.0,2.0,4.0,,18.0,0.0,0.0,0.0,3.0,,4.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3819.4444444444443
3478,10557346,house,house,1795000.0,515.0,3.0,6.0,4.0,49.0,3.0,,5.0,1.0,30.0,513.0,0.0,0.0,2.0,0.0,2.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,3485.4368932038833
4725,10250387,house,house,925000.0,261.0,2.0,3.0,1.0,32.0,3.0,2.0,3.0,,16.0,110.0,,,3.0,0.0,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3544.0613026819924
6326,10180619,apartment,apartment,795000.0,120.0,2.0,3.0,2.0,,3.0,2.0,2.0,1.0,22.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,6625.0
1166,10490281,house,house,325000.0,90.0,2.0,1.0,1.0,,3.0,1.0,1.0,,30.0,40.0,0.0,0.0,2.0,,1.0,Gas,,Countryside,1150,Woluwe-Saint-Pierre,1150,Namur,3611.1111111111113
5070,10489121,apartment,apartment,350000.0,90.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,3.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3888.8888888888887
4724,10474943,house,villa,925000.0,180.0,4.0,5.0,1.0,38.0,1.0,,2.0,1.0,0.0,380.0,0.0,0.0,2.0,0.0,2.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,5138.888888888889
4718,10507328,house,house,865000.0,212.0,2.0,4.0,2.0,20.0,3.0,,3.0,,0.0,38.0,0.0,0.0,3.0,0.0,6.0,,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4080.188679245283
6309,9408048,apartment,apartment,595000.0,130.0,4.0,3.0,2.0,42.0,1.0,,2.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,3.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,4576.923076923077
7735,10125917,house,house,1550000.0,380.0,4.0,9.0,3.0,,2.0,3.0,3.0,1.0,4.0,267.0,,,1.0,0.0,1.0,Fuel oil,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4078.9473684210525
4714,10132948,house,house,849000.0,300.0,2.0,4.0,2.0,26.0,3.0,1.0,4.0,1.0,10.0,75.0,0.0,0.0,1.0,0.0,1.0,Fuel oil,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,2830.0
7736,10080214,apartment,apartment-block,1550000.0,380.0,4.0,9.0,3.0,,2.0,3.0,3.0,1.0,4.0,267.0,,,1.0,0.0,1.0,Fuel oil,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4078.9473684210525
716,10472401,apartment,duplex,399000.0,120.0,,3.0,1.0,30.0,3.0,1.0,2.0,1.0,43.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3325.0
1204,10369543,house,house,595000.0,145.0,3.0,3.0,1.0,35.0,0.0,,2.0,1.0,16.0,0.0,,,1.0,0.0,1.0,Fuel oil,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4103.448275862069
5137,10441915,apartment,penthouse,595000.0,180.0,3.0,4.0,2.0,47.0,1.0,2.0,2.0,1.0,12.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,3305.5555555555557
7753,10292891,house,villa,3450000.0,700.0,4.0,6.0,5.0,46.0,3.0,,5.0,1.0,100.0,1750.0,0.0,1.0,3.0,0.0,5.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4928.571428571428
4851,10559029,apartment,apartment,360000.0,110.0,2.0,3.0,1.0,,3.0,,1.0,1.0,12.0,0.0,1.0,0.0,2.0,,1.0,,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3272.7272727272725
742,10451128,house,house,430000.0,105.0,2.0,3.0,1.0,30.0,0.0,,1.0,,10.0,80.0,0.0,0.0,1.0,0.0,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4095.2380952380954
4429,10351936,apartment,apartment,320000.0,95.0,2.0,3.0,1.0,,1.0,,1.0,,6.0,0.0,1.0,0.0,1.0,0.0,1.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3368.4210526315787
2108,10400992,apartment,apartment,475000.0,150.0,,3.0,1.0,44.0,1.0,1.0,2.0,,50.0,0.0,1.0,0.0,2.0,0.0,1.0,Gas,,Urban,1150,Woluwe-Saint-Pierre,1150,Namur,3166.6666666666665
5865,10144118,house,house,600000.0,162.0,2.0,3.0,1.0,33.0,0.0,1.0,2.0,,18.0,60.0,0.0,0.0,0.0,0.0,1.0,,Non flood zone,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,3703.703703703704
2660,10517292,apartment,apartment,555000.0,138.0,2.0,2.0,2.0,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4021.7391304347825
5165,10506307,apartment,apartment,795000.0,235.0,2.0,4.0,2.0,86.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,Fuel oil,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,3382.978723404255
4398,9924891,apartment,apartment,700000.0,162.0,,3.0,1.0,,,1.0,,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4320.9876543209875
4749,10531297,other-property,exceptional-property,1450000.0,370.0,2.0,6.0,2.0,27.0,3.0,1.0,3.0,1.0,0.0,150.0,0.0,0.0,3.0,,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3918.9189189189187
5167,10506405,apartment,apartment,795000.0,300.0,,4.0,1.0,86.0,3.0,3.0,3.0,,0.0,0.0,1.0,0.0,2.0,,5.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,2650.0
5170,10430785,apartment,apartment,840000.0,253.0,2.0,4.0,3.0,78.0,3.0,3.0,3.0,,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3320.1581027667985
5037,10510945,apartment,apartment,299000.0,80.0,2.0,2.0,1.0,25.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3737.5
5504,10500757,apartment,duplex,295000.0,115.0,2.0,2.0,1.0,43.0,3.0,,1.0,,0.0,0.0,,,3.0,0.0,1.0,Fuel oil,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,2565.217391304348
3699,10551537,apartment,apartment,450000.0,120.0,2.0,3.0,2.0,45.0,1.0,1.0,2.0,1.0,8.0,0.0,1.0,0.0,3.0,0.0,1.0,Fuel oil,,,1150,Woluwe-Saint-Pierre,1150,Namur,3750.0
1511,10513962,apartment,penthouse,545000.0,150.0,3.0,3.0,2.0,55.0,3.0,,2.0,,12.0,0.0,1.0,0.0,2.0,0.0,1.0,Electric,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3633.3333333333335
3313,10190082,house,house,650000.0,135.0,3.0,3.0,1.0,35.0,1.0,1.0,2.0,1.0,0.0,123.0,,,0.0,0.0,1.0,Gas,,Countryside,1150,Woluwe-Saint-Pierre,1150,Namur,4814.814814814815
9153,10482721,house,villa,950000.0,200.0,4.0,3.0,1.0,45.0,1.0,1.0,3.0,1.0,30.0,0.0,,,2.0,,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4750.0
752,10526989,apartment,apartment,450000.0,127.0,3.0,3.0,1.0,24.0,1.0,1.0,2.0,,14.0,0.0,1.0,,2.0,,3.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3543.3070866141734
2593,10513961,apartment,flat-studio,245000.0,49.0,,,1.0,16.0,0.0,,1.0,1.0,25.0,100.0,0.0,0.0,1.0,0.0,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,5000.0
5177,10214057,apartment,apartment,895000.0,210.0,2.0,3.0,2.0,50.0,3.0,1.0,2.0,1.0,11.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4261.9047619047615
5182,10430459,apartment,penthouse,995000.0,220.0,2.0,3.0,3.0,60.0,3.0,,3.0,1.0,25.0,0.0,1.0,0.0,3.0,0.0,4.0,,Non flood zone,Urban,1150,Woluwe-Saint-Pierre,1150,Namur,4522.727272727273
3731,10282380,house,house,495000.0,92.0,3.0,2.0,1.0,35.0,1.0,,2.0,1.0,10.0,100.0,,,1.0,0.0,1.0,,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,5380.434782608696
6200,10249426,apartment,apartment,275000.0,75.0,2.0,1.0,1.0,31.0,3.0,,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Fuel oil,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3666.6666666666665
5183,10409779,apartment,penthouse,995000.0,235.0,2.0,2.0,2.0,43.0,3.0,2.0,3.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,1.0,Gas,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4234.04255319149
1817,10333355,apartment,penthouse,349000.0,100.0,2.0,2.0,2.0,35.0,1.0,2.0,2.0,,27.0,0.0,1.0,0.0,2.0,0.0,4.0,,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3490.0
4756,10483544,house,mansion,1590000.0,450.0,2.0,5.0,3.0,64.0,2.0,1.0,5.0,,30.0,140.0,0.0,0.0,0.0,0.0,2.0,Fuel oil,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,3533.3333333333335
4747,10382580,house,house,1450000.0,370.0,2.0,6.0,3.0,27.0,3.0,3.0,3.0,1.0,0.0,0.0,,,3.0,0.0,2.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,3918.9189189189187
2101,10508833,apartment,apartment,345000.0,92.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,,2.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3750.0
6271,10375658,apartment,apartment,349000.0,79.0,2.0,1.0,1.0,28.0,3.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,3.0,Gas,Non flood zone,,1150,Woluwe-Saint-Pierre,1150,Namur,4417.721518987341
4746,10491318,house,house,1395000.0,288.0,4.0,4.0,2.0,50.0,3.0,,3.0,1.0,0.0,0.0,0.0,0.0,2.0,,4.0,Gas,,,1150,Woluwe-Saint-Pierre,1150,Namur,4843.75
659,10427414,apartment,service-flat,330000.0,70.0,2.0,1.0,1.0,27.0,1.0,,1.0,,13.0,0.0,1.0,0.0,3.0,0.0,3.0,Electric,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4714.285714285715
3309,10513965,house,house,645000.0,140.0,3.0,2.0,2.0,60.0,3.0,,3.0,1.0,35.0,100.0,,,3.0,,1.0,,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,4607.142857142857
1862,10542640,house,house,720000.0,164.0,2.0,4.0,2.0,30.0,2.0,,4.0,,0.0,63.0,,,2.0,0.0,3.0,Gas,,"Living area (residential, urban or rural)",1150,Woluwe-Saint-Pierre,1150,Namur,4390.243902439024
1221,10157542,house,house,675000.0,155.0,3.0,4.0,1.0,40.0,2.0,,2.0,,0.0,100.0,,,2.0,0.0,2.0,Gas,,Countryside,1150,Woluwe-Saint-Pierre,1150,Namur,4354.8387096774195
2678,10466108,apartment,apartment,850000.0,95.0,2.0,1.0,1.0,35.0,3.0,1.0,2.0,1.0,50.0,1000.0,1.0,0.0,3.0,,6.0,Gas,Non flood zone,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,8947.368421052632
736,10438224,apartment,apartment,425000.0,107.0,,3.0,1.0,36.0,1.0,,2.0,1.0,9.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,,Isolated,1150,Woluwe-Saint-Pierre,1150,Namur,3971.96261682243
