,url,Available as of,Available date,Construction year,Floor,Number of floors,Building condition,Street frontage width,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Armored door,Terrace,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Unnamed: 31,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Tenement building,Address,Website,External reference,Covered parking spaces,As built plan,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Neighbourhood or locality,Outdoor parking spaces,Virtual visit,Office surface,Office,Intercom,Total ground floor buildable,Cadastral income,Garden surface,Visio phone,Terrace surface,TV cable,Thermic solar panels,Garden,Garden orientation,Photovoltaic solar panels,Property name,Conformity certification for fuel tanks,Monthly charges,Dining room,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water & electricity",Secure access / alarm,Living room,Caretaker,Obligation to build,Bedroom 5 surface,Professional space surface,Attic,Agent's name,Dressing room,How many fireplaces?,Laundry room,Terrace orientation,Common water heater,E-level (overall energy performance),Isolated,Professional space,Land is facing street,Wooded land,Plot at rear,Flat land,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Type of building,Number of annexes,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,EPC description,Extra information,Value of the property,Sea view,Current monthly revenue,Age of annuitants,Venue of the sale,Single session,Terms of visit,Starting price,Percentage rented
2687,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-truiden/3800/10273772,,October 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Luikersteenweg 54E/004 3800  - Sint Truiden,,WINGS IW,,,Yes,,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/dendermonde/9200/10033999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Oude Vest 90/1 9200  - Dendermonde,http://www.berno.be,Residentie Margriet,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-truiden/3800/10228074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Trekschurenstraat 245 3500  - Hasselt,http://www.av-development.be,Elegant Wonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ottignies/1340/10534228,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue Reine Astrid 65 1300  - Wavre,http://www.aryes.be,5325903,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/spa/4900/10373696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue du Marché 10 4900  - Spa,,,,,Yes,No,No,No,Non flood zone,,Sauvenière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/9377134,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Leopold III-laan 1 8400  - Oostende,,,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/handzame/8610/10082973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Torhoutse Steenweg 207/02 8200  - Brugge,http://www.futurimmo.be,Residentie Kroonevoorde,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lede/9340/9799333,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Hoogstraat 20 9340  - Lede,http://www.immoderas.be,4684118,,,Yes,,No,No,,,Oost- Vlaanderen,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/halle/1500/9541234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Basiliekstraat 136 1500  - Halle,http://www.century21.be/prodomo-halle,Hoogland - Steenuil (fase 2),,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/borgloon/3840/10387907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Trekschurenstraat 245 3500  - Hasselt,http://www.av-development.be,Bourbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/beveren/9120/9829462,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationsstraat 116 9120  - Beveren,http://www.homevast.be,4695046,13.0,,Yes,No,No,,Non flood zone,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oud-turnhout/2360/10297796,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Dorp 29 2360  - OUD-TURNHOUT,http://www.echovastgoed.be,5153570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/geraardsbergen/9500/10261851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Hundelgemsesteenweg, 306 9820  - Merelbeke",http://www.cornelis-partners.be,5140228,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aarschot/3200/10273523,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Naamsestraat 37 3000  - Leuven,http://www.dyls.be,,,,,,,,,,De Torens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tremelo/3128/9634431,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kardinaal Mercierlaan 81 3001  - Leuven,http://www.living-stone.be,4586693,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/stembert/4800/7899353,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue du Bosquet 3 4890  - Thimister-Clermont,http://www.gehlenimmo.be,,,,Yes,Yes,No,No,,,Prés Carats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/9842602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationstraat 31 8790  - Waregem,http://www.dewaele.com/,D8790-21195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/10342925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Gistelsesteenweg 473 8200  - Sint-Andries,http://www.isera.be,GENDARMERIE,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudenaarde/9700/10522930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 35 9600  - Ronse,http://www.immobeguin.be/,19775 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/10293891,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Verenigde Natieslaan 10 8400  - Oostende,http://www.artevista.be,,,,Yes,,No,No,Non flood zone,,Hartje stadscentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/9373484,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Leopold III-laan 1 8400  - Oostende,,,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostakker/9041/9960171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Edestraat 5 8020  - Oostkamp,http://www.huyghebaert.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wingene/8750/10493733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Torhoutse Steenweg 344 8200  - Brugge,http://www.panorama.immo/NL,Residentie De SpieC,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/baasrode/9200/9901866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kasteelstraat 198 9255  - Buggenhout,http://www.rosiersderidder.be,sint-ursmarusstraat,,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst/9300/10513736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vrijheidstraat 41 9300  - Aalst,http://www.vastima.be,481 - A3 - Project,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst%20erembodegem/9320/10160328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationsstraat 120 1770  - Liedekerke,http://www.topo-immo.be,4962691,,,Yes,,No,No,Non flood zone,,Aalst en deelgemeenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/erembodegem/9320/10513740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vrijheidstraat 41 9300  - Aalst,http://www.vastima.be,481 - Project - 3,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/halle/1500/9820385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Petrus Huysegomsstraat, 6 1600  - Sint-Pieters-Leeuw",http://www.evillas.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/herzele/9550/10504082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Brusselsesteenweg 9-11 1500  - Halle,http://www.albert.immo,"9550 Herzele, Minton Park",,,Yes,,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gembloux/5030/10529070,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue Reine Astrid 65 1300  - Wavre,http://www.aryes.be,5323593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/puurs-sint-amands/2870/9083951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kasteelstraat 198 9255  - Buggenhout,http://www.rosiersderidder.be,4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/rotselaar/3110/10503613,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rijmenamseweg 83A 2820  - Bonheiden,http://www.vanlooybouwgroep.com,5299436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bredene/8450/10152494,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Hendrik Baelskaai 12a 8400  - Oostende,http://www.groepversluys.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diksmuide/8600/9791560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Admiraal Ronarchstraat 17 8600  - Diksmuide,http://www.vastgoedvanoverschelde.be,VV2018-080-2,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/temse/9140/10260164,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,De Cleenestraat 68 9100  - Sint-Niklaas,,,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10483757,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue Reine Astrid 65 1300  - Wavre,http://www.aryes.be,5299695,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/frasnes-lez-anvaing/7910/9465937,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue Joseph Hoyois 1 7500  - Tournai,http://www.joriondesmet.be,4445744,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zwijnaarde/9052/10464228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Sint-Pietersnieuwstraat 158 9000  - Gent,http://www.huysewinkel.be,RIJVISSCHEHOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostkamp/8020/10199241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kortrijksestraat 124/0.1 8020  - Oostkamp,,VP1187,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst/9300/10528728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vrijheidstraat 41 9300  - Aalst,http://www.vastima.be,524 - Project,11.0,,,,,,Non flood zone,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deerlijk/8540/8758156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Schoolstraat 43 8540  - Deerlijk,http://www.immotaelman.be,27/001,,,Yes,No,No,No,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst/9300/10519451,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Stationsstraat 120 1770  - Liedekerke,http://www.topo-immo.be,5302518,,,Yes,,No,No,,,Aalst en deelgemeenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/frasnes-lez-anvaing/7911/9670303,At delivery,December 30 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,85  kWh/m²  kilowatt hour per square meters,A,,A,100 kg CO₂/m²,Not specified,,,,No,ch. Nivelles 121 7181  - Arquennes,http://www.sotraba.be,4452059,,,Yes,Yes,,,Non flood zone,,Tournai,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wavre/1300/10526281,,August 31 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Chaussée de Huy 231 1325  - Chaumont-Gistoux,http://www.trust-realestate.be,5357 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1120/10173564,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue du Vieux-Mayeur 51 4000  - Liège,http://www.wawcestbeau.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wichelen/9260/9057744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Wichelsesteenweg 109 9340  - Lede,http://www.goeman-vastgoed.be,4142448,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/juprelle/4450/9576432,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue de la Renaissance 8 4451  - Juprelle,http:// www.kinvest.be,,,,Yes,Yes,,No,Non flood zone,,Voroux Lez Liers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ottignies/1340/9754064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,554 -,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aarschot/3200/10400299,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Werchtersesteenweg 1 3150  - Haacht,http://www.homixx.be,5257506,18.0,,Yes,No,No,No,Non flood zone,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bierges/1301/10526258,,August 31 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Chaussée de Huy 231 1325  - Chaumont-Gistoux,http://www.trust-realestate.be,5393 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/court-saint-etienne/1490/9733115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,546 -,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/poederlee/2275/10201402,,October 31 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,e-peil onder 20,Not specified,Not specified,,,,No,Grote Markt 10 2200  - HERENTALS,http://www.heylenvastgoed.be,22790 - NWB-21-SSC-1,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/10362857,At delivery,January 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Nieuwbouw,Not specified,Not specified,,,,No,Moerkerkse Steenweg 1 8000  - Brugge,http://www.immax.be,5234578,1.0,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/nazareth/9810/10350490,,February 28 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,1  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,Brusselsesteenweg 690 9050  - Gentbrugge,http://www.landbergh.be/,PR21007IWA,41.0,,Yes,,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
